EQUIPE,RODADA,JOGADOR,POSIÇÃO,PONTUAÇÃO,CAPITÃO,TIME
Gigante de JF,RODADA 10,NENÊ,MEIA,16.50,NÃO,FLUMINENSE
Gigante de JF,RODADA 10,KENO,ATACANTE,4.70,NÃO,ATLÉTICO MINEIRO
Gigante de JF,RODADA 10,MARINHO,ATACANTE,10.10,NÃO,SANTOS
Gigante de JF,RODADA 10,SOTELDO,ATACANTE,2.00,NÃO,SANTOS
Gigante de JF,RODADA 10,DOMÈNEC TORRENT,TÉCNICO,2.57,NÃO,FLAMENGO
Gigante de JF,RODADA 9,MARCELO LOMBA,GOLEIRO,3.40,NÃO,INTERNACIONAL
Gigante de JF,RODADA 9,REINALDO,LATERAL,1.40,NÃO,SÃO PAULO
Gigante de JF,RODADA 9,FILIPE LUÍS,LATERAL,8.80,NÃO,FLAMENGO
Gigante de JF,RODADA 9,MIRANDA,ZAGUEIRO,1.50,NÃO,VASCO
Gigante de JF,RODADA 9,VÍCTOR CUESTA,ZAGUEIRO,4.00,NÃO,INTERNACIONAL
Gigante de JF,RODADA 9,EVERTON RIBEIRO,MEIA,5.60,NÃO,FLAMENGO
Gigante de JF,RODADA 9,BENÍTEZ,MEIA,0.00,NÃO,VASCO
Gigante de JF,RODADA 9,THIAGO GALHARDO,MEIA,21.10,NÃO,INTERNACIONAL
Gigante de JF,RODADA 9,JUNINHO,MEIA,2.10,NÃO,FORTALEZA
Gigante de JF,RODADA 9,WELLINGTON PAULISTA,ATACANTE,20.60,SIM,FORTALEZA
Gigante de JF,RODADA 9,CANO,ATACANTE,7.60,NÃO,VASCO
Gigante de JF,RODADA 9,ROGÉRIO CENI,TÉCNICO,3.57,NÃO,FORTALEZA
Gigante de JF,RODADA 8,MARCELO LOMBA,GOLEIRO,-4.90,NÃO,INTERNACIONAL
Gigante de JF,RODADA 8,FAGNER,LATERAL,9.40,NÃO,CORINTHIANS
Gigante de JF,RODADA 8,LUCAS PITON,LATERAL,3.40,NÃO,CORINTHIANS
Gigante de JF,RODADA 8,LÉO PEREIRA,ZAGUEIRO,0.00,NÃO,FLAMENGO
Gigante de JF,RODADA 8,MIRANDA,ZAGUEIRO,6.20,NÃO,VASCO
Gigante de JF,RODADA 8,PATRICK,MEIA,11.90,NÃO,INTERNACIONAL
Gigante de JF,RODADA 8,EVERTON RIBEIRO,MEIA,6.90,NÃO,FLAMENGO
Gigante de JF,RODADA 8,THIAGO GALHARDO,MEIA,15.00,NÃO,INTERNACIONAL
Gigante de JF,RODADA 8,CANTILLO,MEIA,-2.80,NÃO,CORINTHIANS
Gigante de JF,RODADA 8,LUCIANO,ATACANTE,10.50,NÃO,SÃO PAULO
Gigante de JF,RODADA 8,CANO,ATACANTE,17.80,SIM,VASCO
Gigante de JF,RODADA 8,DOMÈNEC TORRENT,TÉCNICO,3.98,NÃO,FLAMENGO
Gigante de JF,RODADA 7,VANDERLEI,GOLEIRO,-4.10,NÃO,GRÊMIO
Gigante de JF,RODADA 7,ABNER VINÍCIUS,LATERAL,2.10,NÃO,ATHLÉTICO PARANAENSE
Gigante de JF,RODADA 7,CALEGARI,LATERAL,4.70,NÃO,FLUMINENSE
Gigante de JF,RODADA 7,PEDRO GEROMEL,ZAGUEIRO,3.80,NÃO,GRÊMIO
Gigante de JF,RODADA 7,NINO,ZAGUEIRO,-2.40,NÃO,FLUMINENSE
Gigante de JF,RODADA 7,ALLAN,MEIA,2.50,NÃO,ATLÉTICO MINEIRO
Gigante de JF,RODADA 7,JEAN PYERRE,MEIA,4.60,NÃO,GRÊMIO
Gigante de JF,RODADA 7,NENÊ,MEIA,5.70,NÃO,FLUMINENSE
Gigante de JF,RODADA 7,EVANILSON,ATACANTE,7.20,NÃO,FLUMINENSE
Gigante de JF,RODADA 7,DIEGO SOUZA,ATACANTE,1.40,SIM,GRÊMIO
Gigante de JF,RODADA 7,SOTELDO,ATACANTE,9.20,NÃO,SANTOS
Gigante de JF,RODADA 7,ODAIR HELLMANN,TÉCNICO,3.08,NÃO,FLUMINENSE
Gigante de JF,RODADA 6,CÁSSIO,GOLEIRO,-0.80,NÃO,CORINTHIANS
Gigante de JF,RODADA 6,CALEGARI,LATERAL,-0.20,NÃO,FLUMINENSE
Gigante de JF,RODADA 6,VIÑA,LATERAL,0.00,NÃO,PALMEIRAS
Gigante de JF,RODADA 6,GIL,ZAGUEIRO,-0.50,NÃO,CORINTHIANS
Gigante de JF,RODADA 6,QUINTERO,ZAGUEIRO,4.50,NÃO,FORTALEZA
Gigante de JF,RODADA 6,PATRICK,MEIA,2.80,NÃO,INTERNACIONAL
Gigante de JF,RODADA 6,CARLOS SÁNCHEZ,MEIA,2.00,NÃO,SANTOS
Gigante de JF,RODADA 6,PATRICK DE PAULA,MEIA,0.90,NÃO,PALMEIRAS
Gigante de JF,RODADA 6,NENÊ,MEIA,2.90,NÃO,FLUMINENSE
Gigante de JF,RODADA 6,MARINHO,ATACANTE,13.80,SIM,SANTOS
Gigante de JF,RODADA 6,CANO,ATACANTE,0.50,NÃO,VASCO
Gigante de JF,RODADA 6,ROGÉRIO CENI,TÉCNICO,6.98,NÃO,FORTALEZA
Gigante de JF,RODADA 5,SANTOS,GOLEIRO,1.50,NÃO,ATHLÉTICO PARANAENSE
Gigante de JF,RODADA 5,FAGNER,LATERAL,3.70,NÃO,CORINTHIANS
Gigante de JF,RODADA 5,HENRIQUE,LATERAL,5.00,NÃO,VASCO
Gigante de JF,RODADA 5,GIL,ZAGUEIRO,2.00,NÃO,CORINTHIANS
Gigante de JF,RODADA 5,VÍCTOR CUESTA,ZAGUEIRO,7.50,NÃO,INTERNACIONAL
Gigante de JF,RODADA 5,CANTILLO,MEIA,2.80,NÃO,CORINTHIANS
Gigante de JF,RODADA 5,GABRIEL MENINO,MEIA,2.50,NÃO,PALMEIRAS
Gigante de JF,RODADA 5,MATHEUS JESUS,MEIA,-2.70,NÃO,BRAGANTINO
Gigante de JF,RODADA 5,THIAGO GALHARDO,MEIA,9.00,NÃO,INTERNACIONAL
Gigante de JF,RODADA 5,JÔ,ATACANTE,1.20,SIM,CORINTHIANS
Gigante de JF,RODADA 5,ARTUR,ATACANTE,2.80,NÃO,BRAGANTINO
Gigante de JF,RODADA 5,FELIPE CONCEIÇÃO,TÉCNICO,1.88,NÃO,BRAGANTINO
Gigante de JF,RODADA 4,CÁSSIO,GOLEIRO,-2.10,NÃO,CORINTHIANS
Gigante de JF,RODADA 4,FILIPE LUÍS,LATERAL,0.00,NÃO,FLAMENGO
Gigante de JF,RODADA 4,SIDCLEY,LATERAL,2.50,NÃO,CORINTHIANS
Gigante de JF,RODADA 4,VÍCTOR CUESTA,ZAGUEIRO,5.60,NÃO,INTERNACIONAL
Gigante de JF,RODADA 4,GIL,ZAGUEIRO,-0.40,NÃO,CORINTHIANS
Gigante de JF,RODADA 4,WILLIAN ARÃO,MEIA,0.10,NÃO,FLAMENGO
Gigante de JF,RODADA 4,CANTILLO,MEIA,0.60,NÃO,CORINTHIANS
Gigante de JF,RODADA 4,IGOR GOMES,MEIA,-0.20,NÃO,SÃO PAULO
Gigante de JF,RODADA 4,JÔ,ATACANTE,7.10,NÃO,CORINTHIANS
Gigante de JF,RODADA 4,GABRIEL,ATACANTE,6.70,NÃO,FLAMENGO
Gigante de JF,RODADA 4,PABLO,ATACANTE,3.20,SIM,SÃO PAULO
Gigante de JF,RODADA 4,JORGE SAMPAOLI,TÉCNICO,4.03,NÃO,ATLÉTICO MINEIRO
Gigante de JF,RODADA 3,WEVERTON,GOLEIRO,-2.50,NÃO,PALMEIRAS
Gigante de JF,RODADA 3,OREJUELA,LATERAL,5.40,NÃO,GRÊMIO
Gigante de JF,RODADA 3,FILIPE LUÍS,LATERAL,8.50,NÃO,FLAMENGO
Gigante de JF,RODADA 3,RÉVER,ZAGUEIRO,5.00,NÃO,ATLÉTICO MINEIRO
Gigante de JF,RODADA 3,PEDRO GEROMEL,ZAGUEIRO,7.10,NÃO,GRÊMIO
Gigante de JF,RODADA 3,GABRIEL MENINO,MEIA,11.20,NÃO,PALMEIRAS
Gigante de JF,RODADA 3,RODRIGUINHO,MEIA,0.00,SIM,BAHIA
Gigante de JF,RODADA 3,CARLOS SÁNCHEZ,MEIA,2.50,NÃO,SANTOS
Gigante de JF,RODADA 3,NENÊ,MEIA,16.90,NÃO,FLUMINENSE
Gigante de JF,RODADA 3,SOTELDO,ATACANTE,10.70,NÃO,SANTOS
Gigante de JF,RODADA 3,DIEGO SOUZA,ATACANTE,-1.20,NÃO,GRÊMIO
Gigante de JF,RODADA 3,VAGNER MANCINI,TÉCNICO,2.98,NÃO,ATLÉTICO GOIANIENSE
Gigante de JF,RODADA 2,SANTOS,GOLEIRO,-2.80,NÃO,ATHLÉTICO PARANAENSE
Gigante de JF,RODADA 2,RAFINHA,LATERAL,-0.90,NÃO,
Gigante de JF,RODADA 2,OREJUELA,LATERAL,2.30,NÃO,GRÊMIO
Gigante de JF,RODADA 2,VÍCTOR CUESTA,ZAGUEIRO,8.90,NÃO,INTERNACIONAL
Gigante de JF,RODADA 2,ARBOLEDA,ZAGUEIRO,4.50,NÃO,SÃO PAULO
Gigante de JF,RODADA 2,ALLAN,MEIA,1.40,NÃO,ATLÉTICO MINEIRO
Gigante de JF,RODADA 2,WILLIAN ARÃO,MEIA,-0.20,NÃO,FLAMENGO
Gigante de JF,RODADA 2,PATRICK DE PAULA,MEIA,-0.60,NÃO,PALMEIRAS
Gigante de JF,RODADA 2,EVERTON RIBEIRO,MEIA,-0.70,NÃO,FLAMENGO
Gigante de JF,RODADA 2,PABLO,ATACANTE,3.00,SIM,SÃO PAULO
Gigante de JF,RODADA 2,GABRIEL,ATACANTE,2.90,NÃO,FLAMENGO
Gigante de JF,RODADA 2,ROGER MACHADO,TÉCNICO,5.87,NÃO,BAHIA
Gigante de JF,RODADA 1,CÁSSIO,GOLEIRO,0.00,SIM,CORINTHIANS
Gigante de JF,RODADA 1,VICTOR LUIS,LATERAL,0.00,NÃO,BOTAFOGO
Gigante de JF,RODADA 1,FAGNER,LATERAL,0.00,NÃO,CORINTHIANS
Gigante de JF,RODADA 1,GIL,ZAGUEIRO,0.00,NÃO,CORINTHIANS
Gigante de JF,RODADA 1,PEDRO GEROMEL,ZAGUEIRO,8.30,NÃO,GRÊMIO
Gigante de JF,RODADA 1,GABRIEL,MEIA,0.00,NÃO,CORINTHIANS
Gigante de JF,RODADA 1,WILLIAN ARÃO,MEIA,5.20,NÃO,FLAMENGO
Gigante de JF,RODADA 1,MATHEUS JESUS,MEIA,1.90,NÃO,BRAGANTINO
Gigante de JF,RODADA 1,EVERTON RIBEIRO,MEIA,4.50,NÃO,FLAMENGO
Gigante de JF,RODADA 1,DIEGO SOUZA,ATACANTE,9.60,NÃO,GRÊMIO
Gigante de JF,RODADA 1,GABRIEL,ATACANTE,3.00,NÃO,FLAMENGO
Gigante de JF,RODADA 1,ROGÉRIO CENI,TÉCNICO,-0.57,NÃO,FORTALEZA
Vanculotte Atiantino,RODADA 33,TADEU,GOLEIRO,-2.40,NÃO,GOIÁS
Vanculotte Atiantino,RODADA 33,TIAGO,ZAGUEIRO,1.70,NÃO,CEARÁ
Vanculotte Atiantino,RODADA 33,JÚNIOR ALONSO,ZAGUEIRO,4.60,NÃO,ATLÉTICO MINEIRO
Vanculotte Atiantino,RODADA 33,DAVID BRAZ,ZAGUEIRO,-1.00,NÃO,GRÊMIO
Vanculotte Atiantino,RODADA 33,VINA,MEIA,4.00,NÃO,CEARÁ
Vanculotte Atiantino,RODADA 33,ARRASCAETA,MEIA,7.20,NÃO,FLAMENGO
Vanculotte Atiantino,RODADA 33,HYORAN,MEIA,6.70,NÃO,ATLÉTICO MINEIRO
Vanculotte Atiantino,RODADA 33,PATRICK,MEIA,9.60,NÃO,INTERNACIONAL
Vanculotte Atiantino,RODADA 33,CLAUDINHO,ATACANTE,1.10,NÃO,BRAGANTINO
Vanculotte Atiantino,RODADA 33,CANO,ATACANTE,1.50,NÃO,VASCO
Vanculotte Atiantino,RODADA 33,YURI ALBERTO,ATACANTE,-0.40,SIM,INTERNACIONAL
Vanculotte Atiantino,RODADA 33,JORGE SAMPAOLI,TÉCNICO,5.68,NÃO,ATLÉTICO MINEIRO
Vanculotte Atiantino,RODADA 32,JEAN,GOLEIRO,23.20,NÃO,ATLÉTICO GOIANIENSE
Vanculotte Atiantino,RODADA 32,REINALDO,LATERAL,1.40,NÃO,SÃO PAULO
Vanculotte Atiantino,RODADA 32,GUILHERME ARANA,LATERAL,-0.30,NÃO,ATLÉTICO MINEIRO
Vanculotte Atiantino,RODADA 32,GIL,ZAGUEIRO,4.10,NÃO,CORINTHIANS
Vanculotte Atiantino,RODADA 32,LUAN PERES,ZAGUEIRO,0.70,NÃO,SANTOS
Vanculotte Atiantino,RODADA 32,HYORAN,MEIA,11.40,NÃO,ATLÉTICO MINEIRO
Vanculotte Atiantino,RODADA 32,CAZARES,MEIA,1.20,NÃO,CORINTHIANS
Vanculotte Atiantino,RODADA 32,FERNANDO SOBRAL,MEIA,4.00,NÃO,CEARÁ
Vanculotte Atiantino,RODADA 32,ARRASCAETA,MEIA,5.30,NÃO,FLAMENGO
Vanculotte Atiantino,RODADA 32,LUCIANO,ATACANTE,13.00,SIM,SÃO PAULO
Vanculotte Atiantino,RODADA 32,RENATO KAYZER,ATACANTE,9.10,NÃO,ATHLÉTICO PARANAENSE
Vanculotte Atiantino,RODADA 32,FERNANDO DINIZ,TÉCNICO,2.25,NÃO,SÃO PAULO
Vanculotte Atiantino,RODADA 31,JEAN,GOLEIRO,12.70,NÃO,ATLÉTICO GOIANIENSE
Vanculotte Atiantino,RODADA 31,FÁBIO SANTOS,LATERAL,5.80,NÃO,CORINTHIANS
Vanculotte Atiantino,RODADA 31,CALEGARI,LATERAL,3.70,NÃO,FLUMINENSE
Vanculotte Atiantino,RODADA 31,JEMERSON,ZAGUEIRO,6.60,NÃO,CORINTHIANS
Vanculotte Atiantino,RODADA 31,PEDRO HENRIQUE,ZAGUEIRO,5.50,NÃO,ATHLÉTICO PARANAENSE
Vanculotte Atiantino,RODADA 31,VINA,MEIA,25.40,NÃO,CEARÁ
Vanculotte Atiantino,RODADA 31,CAZARES,MEIA,7.70,NÃO,CORINTHIANS
Vanculotte Atiantino,RODADA 31,RAUL,MEIA,6.50,NÃO,BRAGANTINO
Vanculotte Atiantino,RODADA 31,GUSTAVO MOSQUITO,ATACANTE,10.40,NÃO,CORINTHIANS
Vanculotte Atiantino,RODADA 31,RENATO KAYZER,ATACANTE,-0.10,NÃO,ATHLÉTICO PARANAENSE
Vanculotte Atiantino,RODADA 31,CLAUDINHO,ATACANTE,46.40,SIM,BRAGANTINO
Vanculotte Atiantino,RODADA 31,VAGNER MANCINI,TÉCNICO,7.94,NÃO,CORINTHIANS
Vanculotte Atiantino,RODADA 30,FERNANDO MIGUEL,GOLEIRO,-2.30,NÃO,VASCO
Vanculotte Atiantino,RODADA 30,YAGO PIKACHU,LATERAL,3.00,NÃO,VASCO
Vanculotte Atiantino,RODADA 30,CALEGARI,LATERAL,7.40,NÃO,FLUMINENSE
Vanculotte Atiantino,RODADA 30,LEANDRO CASTAN,ZAGUEIRO,-0.40,NÃO,VASCO
Vanculotte Atiantino,RODADA 30,JÚNIOR ALONSO,ZAGUEIRO,11.10,NÃO,ATLÉTICO MINEIRO
Vanculotte Atiantino,RODADA 30,PATRICK,MEIA,8.00,NÃO,INTERNACIONAL
Vanculotte Atiantino,RODADA 30,FERNANDO SOBRAL,MEIA,3.70,NÃO,CEARÁ
Vanculotte Atiantino,RODADA 30,ARRASCAETA,MEIA,12.20,NÃO,FLAMENGO
Vanculotte Atiantino,RODADA 30,MARINHO,ATACANTE,24.40,SIM,SANTOS
Vanculotte Atiantino,RODADA 30,CANO,ATACANTE,3.80,NÃO,VASCO
Vanculotte Atiantino,RODADA 30,BRENNER,ATACANTE,0.80,NÃO,SÃO PAULO
Vanculotte Atiantino,RODADA 30,ABEL BRAGA,TÉCNICO,4.55,NÃO,INTERNACIONAL
Vanculotte Atiantino,RODADA 29,PAULO VICTOR,GOLEIRO,8.40,NÃO,GRÊMIO
Vanculotte Atiantino,RODADA 29,GUILHERME ARANA,LATERAL,9.80,NÃO,ATLÉTICO MINEIRO
Vanculotte Atiantino,RODADA 29,MOISÉS,LATERAL,5.40,NÃO,INTERNACIONAL
Vanculotte Atiantino,RODADA 29,DAVID BRAZ,ZAGUEIRO,0.00,NÃO,GRÊMIO
Vanculotte Atiantino,RODADA 29,RODRIGO MOLEDO,ZAGUEIRO,5.40,NÃO,INTERNACIONAL
Vanculotte Atiantino,RODADA 29,THIAGO GALHARDO,MEIA,2.40,SIM,INTERNACIONAL
Vanculotte Atiantino,RODADA 29,ALISSON,MEIA,1.30,NÃO,GRÊMIO
Vanculotte Atiantino,RODADA 29,PATRICK,MEIA,2.60,NÃO,INTERNACIONAL
Vanculotte Atiantino,RODADA 29,KENO,ATACANTE,1.00,NÃO,ATLÉTICO MINEIRO
Vanculotte Atiantino,RODADA 29,BRENNER,ATACANTE,4.80,NÃO,SÃO PAULO
Vanculotte Atiantino,RODADA 29,CLAUDINHO,ATACANTE,4.10,NÃO,BRAGANTINO
Vanculotte Atiantino,RODADA 29,ABEL BRAGA,TÉCNICO,6.01,NÃO,INTERNACIONAL
Vanculotte Atiantino,RODADA 28,TADEU,GOLEIRO,0.10,NÃO,GOIÁS
Vanculotte Atiantino,RODADA 28,KANNEMANN,ZAGUEIRO,2.90,NÃO,GRÊMIO
Vanculotte Atiantino,RODADA 28,RODRIGO CAIO,ZAGUEIRO,1.80,NÃO,FLAMENGO
Vanculotte Atiantino,RODADA 28,BRUNO ALVES,ZAGUEIRO,0.90,NÃO,SÃO PAULO
Vanculotte Atiantino,RODADA 28,PATRICK,MEIA,4.60,NÃO,INTERNACIONAL
Vanculotte Atiantino,RODADA 28,ALISSON,MEIA,1.60,NÃO,GRÊMIO
Vanculotte Atiantino,RODADA 28,ARRASCAETA,MEIA,16.30,NÃO,FLAMENGO
Vanculotte Atiantino,RODADA 28,JEAN PYERRE,MEIA,-0.50,NÃO,GRÊMIO
Vanculotte Atiantino,RODADA 28,BRUNO HENRIQUE,ATACANTE,1.40,NÃO,FLAMENGO
Vanculotte Atiantino,RODADA 28,PEPÊ,ATACANTE,4.60,SIM,GRÊMIO
Vanculotte Atiantino,RODADA 28,GABRIEL,ATACANTE,2.90,NÃO,FLAMENGO
Vanculotte Atiantino,RODADA 28,ROGÉRIO CENI,TÉCNICO,3.65,NÃO,FLAMENGO
Vanculotte Atiantino,RODADA 27,SANTOS,GOLEIRO,3.40,NÃO,ATHLÉTICO PARANAENSE
Vanculotte Atiantino,RODADA 27,GUILHERME ARANA,LATERAL,9.90,NÃO,ATLÉTICO MINEIRO
Vanculotte Atiantino,RODADA 27,VIÑA,LATERAL,8.40,NÃO,PALMEIRAS
Vanculotte Atiantino,RODADA 27,JÚNIOR ALONSO,ZAGUEIRO,10.30,NÃO,ATLÉTICO MINEIRO
Vanculotte Atiantino,RODADA 27,GIL,ZAGUEIRO,6.70,NÃO,CORINTHIANS
Vanculotte Atiantino,RODADA 27,VINA,MEIA,0.00,NÃO,CEARÁ
Vanculotte Atiantino,RODADA 27,THIAGO GALHARDO,MEIA,11.30,NÃO,INTERNACIONAL
Vanculotte Atiantino,RODADA 27,OTERO,MEIA,3.40,NÃO,CORINTHIANS
Vanculotte Atiantino,RODADA 27,ARRASCAETA,MEIA,3.10,NÃO,FLAMENGO
Vanculotte Atiantino,RODADA 27,MARINHO,ATACANTE,26.20,SIM,SANTOS
Vanculotte Atiantino,RODADA 27,KENO,ATACANTE,4.80,NÃO,ATLÉTICO MINEIRO
Vanculotte Atiantino,RODADA 27,VAGNER MANCINI,TÉCNICO,7.06,NÃO,CORINTHIANS
Vanculotte Atiantino,RODADA 26,WILSON,GOLEIRO,-0.40,NÃO,CORITIBA
Vanculotte Atiantino,RODADA 26,VIÑA,LATERAL,-2.20,NÃO,PALMEIRAS
Vanculotte Atiantino,RODADA 26,FÁBIO SANTOS,LATERAL,1.50,NÃO,CORINTHIANS
Vanculotte Atiantino,RODADA 26,SABINO,ZAGUEIRO,-0.60,NÃO,CORITIBA
Vanculotte Atiantino,RODADA 26,KANNEMANN,ZAGUEIRO,-5.40,NÃO,GRÊMIO
Vanculotte Atiantino,RODADA 26,GIOVANNI AUGUSTO,MEIA,1.00,NÃO,CORITIBA
Vanculotte Atiantino,RODADA 26,ARRASCAETA,MEIA,11.80,SIM,FLAMENGO
Vanculotte Atiantino,RODADA 26,MATHEUS GALDEZANI,MEIA,0.20,NÃO,CORITIBA
Vanculotte Atiantino,RODADA 26,PEPÊ,ATACANTE,9.10,NÃO,GRÊMIO
Vanculotte Atiantino,RODADA 26,CLAUDINHO,ATACANTE,6.50,NÃO,BRAGANTINO
Vanculotte Atiantino,RODADA 26,BRUNO HENRIQUE,ATACANTE,17.30,NÃO,FLAMENGO
Vanculotte Atiantino,RODADA 26,ROGÉRIO CENI,TÉCNICO,6.64,NÃO,FLAMENGO
Vanculotte Atiantino,RODADA 25,WEVERTON,GOLEIRO,12.50,NÃO,PALMEIRAS
Vanculotte Atiantino,RODADA 25,VIÑA,LATERAL,6.40,NÃO,PALMEIRAS
Vanculotte Atiantino,RODADA 25,GUILHERME ARANA,LATERAL,5.00,NÃO,ATLÉTICO MINEIRO
Vanculotte Atiantino,RODADA 25,GUSTAVO GÓMEZ,ZAGUEIRO,5.90,NÃO,PALMEIRAS
Vanculotte Atiantino,RODADA 25,DAVID BRAZ,ZAGUEIRO,0.00,NÃO,GRÊMIO
Vanculotte Atiantino,RODADA 25,ARRASCAETA,MEIA,0.40,NÃO,FLAMENGO
Vanculotte Atiantino,RODADA 25,THIAGO GALHARDO,MEIA,3.40,SIM,INTERNACIONAL
Vanculotte Atiantino,RODADA 25,FERNANDO SOBRAL,MEIA,1.20,NÃO,CEARÁ
Vanculotte Atiantino,RODADA 25,RAPHAEL VEIGA,MEIA,14.20,NÃO,PALMEIRAS
Vanculotte Atiantino,RODADA 25,LUCIANO,ATACANTE,1.80,NÃO,SÃO PAULO
Vanculotte Atiantino,RODADA 25,KENO,ATACANTE,5.20,NÃO,ATLÉTICO MINEIRO
Vanculotte Atiantino,RODADA 25,ABEL FERREIRA,TÉCNICO,9.97,NÃO,PALMEIRAS
Vanculotte Atiantino,RODADA 24,TIAGO VOLPI,GOLEIRO,4.70,NÃO,SÃO PAULO
Vanculotte Atiantino,RODADA 24,CALEGARI,LATERAL,6.80,NÃO,FLUMINENSE
Vanculotte Atiantino,RODADA 24,GUILHERME ARANA,LATERAL,2.60,NÃO,ATLÉTICO MINEIRO
Vanculotte Atiantino,RODADA 24,RÉVER,ZAGUEIRO,0.30,NÃO,ATLÉTICO MINEIRO
Vanculotte Atiantino,RODADA 24,SABINO,ZAGUEIRO,7.20,NÃO,CORITIBA
Vanculotte Atiantino,RODADA 24,ARRASCAETA,MEIA,1.50,NÃO,FLAMENGO
Vanculotte Atiantino,RODADA 24,MATHEUS GALDEZANI,MEIA,5.90,NÃO,CORITIBA
Vanculotte Atiantino,RODADA 24,VINA,MEIA,9.40,NÃO,CEARÁ
Vanculotte Atiantino,RODADA 24,BRUNO HENRIQUE,ATACANTE,8.60,SIM,FLAMENGO
Vanculotte Atiantino,RODADA 24,LUCIANO,ATACANTE,12.00,NÃO,SÃO PAULO
Vanculotte Atiantino,RODADA 24,KENO,ATACANTE,6.30,NÃO,ATLÉTICO MINEIRO
Vanculotte Atiantino,RODADA 24,FERNANDO DINIZ,TÉCNICO,4.93,NÃO,SÃO PAULO
Vanculotte Atiantino,RODADA 23,JEAN,GOLEIRO,15.50,NÃO,ATLÉTICO GOIANIENSE
Vanculotte Atiantino,RODADA 23,OREJUELA,LATERAL,0.00,NÃO,GRÊMIO
Vanculotte Atiantino,RODADA 23,FELIPE JONATAN,LATERAL,-0.90,NÃO,SANTOS
Vanculotte Atiantino,RODADA 23,SABINO,ZAGUEIRO,0.00,NÃO,CORITIBA
Vanculotte Atiantino,RODADA 23,RICARDO,ZAGUEIRO,0.80,NÃO,VASCO
Vanculotte Atiantino,RODADA 23,MATHEUS GALDEZANI,MEIA,0.00,NÃO,CORITIBA
Vanculotte Atiantino,RODADA 23,RAUL,MEIA,3.30,NÃO,BRAGANTINO
Vanculotte Atiantino,RODADA 23,FERNANDO SOBRAL,MEIA,0.00,NÃO,CEARÁ
Vanculotte Atiantino,RODADA 23,THIAGO GALHARDO,MEIA,-2.40,NÃO,INTERNACIONAL
Vanculotte Atiantino,RODADA 23,GIOVANNI AUGUSTO,MEIA,0.00,NÃO,CORITIBA
Vanculotte Atiantino,RODADA 23,MARINHO,ATACANTE,36.40,SIM,SANTOS
Vanculotte Atiantino,RODADA 23,CUCA,TÉCNICO,4.37,NÃO,SANTOS
Vanculotte Atiantino,RODADA 22,JEAN,GOLEIRO,3.90,NÃO,ATLÉTICO GOIANIENSE
Vanculotte Atiantino,RODADA 22,FELIPE JONATAN,LATERAL,0.00,NÃO,SANTOS
Vanculotte Atiantino,RODADA 22,OREJUELA,LATERAL,6.40,NÃO,GRÊMIO
Vanculotte Atiantino,RODADA 22,SABINO,ZAGUEIRO,-3.00,NÃO,CORITIBA
Vanculotte Atiantino,RODADA 22,RICARDO,ZAGUEIRO,1.50,NÃO,VASCO
Vanculotte Atiantino,RODADA 22,MATHEUS GALDEZANI,MEIA,2.00,NÃO,CORITIBA
Vanculotte Atiantino,RODADA 22,GIOVANNI AUGUSTO,MEIA,7.40,NÃO,CORITIBA
Vanculotte Atiantino,RODADA 22,THIAGO GALHARDO,MEIA,-0.60,NÃO,INTERNACIONAL
Vanculotte Atiantino,RODADA 22,RAUL,MEIA,0.00,NÃO,BRAGANTINO
Vanculotte Atiantino,RODADA 22,FERNANDO SOBRAL,MEIA,3.50,NÃO,CEARÁ
Vanculotte Atiantino,RODADA 22,MARINHO,ATACANTE,-2.60,SIM,SANTOS
Vanculotte Atiantino,RODADA 22,CUCA,TÉCNICO,1.78,NÃO,SANTOS
Vanculotte Atiantino,RODADA 21,JEAN,GOLEIRO,13.90,NÃO,ATLÉTICO GOIANIENSE
Vanculotte Atiantino,RODADA 21,OREJUELA,LATERAL,0.00,NÃO,GRÊMIO
Vanculotte Atiantino,RODADA 21,FELIPE JONATAN,LATERAL,5.70,NÃO,SANTOS
Vanculotte Atiantino,RODADA 21,SABINO,ZAGUEIRO,-0.10,NÃO,CORITIBA
Vanculotte Atiantino,RODADA 21,RICARDO,ZAGUEIRO,6.90,NÃO,VASCO
Vanculotte Atiantino,RODADA 21,RAUL,MEIA,4.90,NÃO,BRAGANTINO
Vanculotte Atiantino,RODADA 21,THIAGO GALHARDO,MEIA,4.20,NÃO,INTERNACIONAL
Vanculotte Atiantino,RODADA 21,MATHEUS GALDEZANI,MEIA,0.00,NÃO,CORITIBA
Vanculotte Atiantino,RODADA 21,FERNANDO SOBRAL,MEIA,0.10,NÃO,CEARÁ
Vanculotte Atiantino,RODADA 21,GIOVANNI AUGUSTO,MEIA,4.50,NÃO,CORITIBA
Vanculotte Atiantino,RODADA 21,MARINHO,ATACANTE,10.00,SIM,SANTOS
Vanculotte Atiantino,RODADA 21,CUCA,TÉCNICO,6.55,NÃO,SANTOS
Vanculotte Atiantino,RODADA 20,JEAN,GOLEIRO,-1.60,NÃO,ATLÉTICO GOIANIENSE
Vanculotte Atiantino,RODADA 20,FELIPE JONATAN,LATERAL,2.60,NÃO,SANTOS
Vanculotte Atiantino,RODADA 20,OREJUELA,LATERAL,7.40,NÃO,GRÊMIO
Vanculotte Atiantino,RODADA 20,RICARDO,ZAGUEIRO,2.60,NÃO,VASCO
